Unnamed: 0,cellID,cellType,sampleInfo,Ontology Id
Cell1879,Cell1879,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1880,Cell1880,Tuft_cells,sample1,CL:0000151
Cell1881,Cell1881,Ductal_MHC_Class_II,sample1,CL:0000071
Cell1882,Cell1882,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1883,Cell1883,Endothelial_cells,sample1,CL:0000071
Cell1884,Cell1884,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1885,Cell1885,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1886,Cell1886,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1887,Cell1887,Monocytes,sample1,CL:0000766
Cell1888,Cell1888,Tuft_cells,sample1,CL:0000151
Cell1889,Cell1889,Cancer_clone_A,sample1,CL:0000151
Cell1890,Cell1890,Cancer_clone_A,sample1,CL:0000322
Cell1891,Cell1891,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1892,Cell1892,Tuft_cells,sample1,CL:0000151
Cell1893,Cell1893,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1894,Cell1894,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1895,Cell1895,T_cells_&_NK_cells,sample1,CL:0002436
Cell1896,Cell1896,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1897,Cell1897,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1898,Cell1898,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1899,Cell1899,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1900,Cell1900,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1901,Cell1901,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1902,Cell1902,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1903,Cell1903,mDCs_A,sample1,CL:0000123
Cell1904,Cell1904,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1905,Cell1905,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1906,Cell1906,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1907,Cell1907,Cancer_clone_B,sample1,CL:0000071
Cell1908,Cell1908,T_cells_&_NK_cells,sample1,CL:2000054
Cell1909,Cell1909,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1910,Cell1910,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1911,Cell1911,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000123
Cell1912,Cell1912,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1913,Cell1913,Tuft_cells,sample1,CL:0000151
Cell1914,Cell1914,T_cells_&_NK_cells,sample1,CL:2000054
Cell1915,Cell1915,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1916,Cell1916,Cancer_clone_B,sample1,CL:0000322
Cell1917,Cell1917,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1918,Cell1918,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1919,Cell1919,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1920,Cell1920,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1921,Cell1921,Ductal_MHC_Class_II,sample1,CL:0000071
Cell1922,Cell1922,T_cells_&_NK_cells,sample1,CL:0002436
Cell1923,Cell1923,Acinar_cells,sample1,CL:1001599
Cell1924,Cell1924,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1925,Cell1925,pDCs,sample1,CL:0000123
Cell1926,Cell1926,RBCs,sample1,CL:0000126
